SPC_SCITF_NM_SHORT,COMM_KOR_NM,SPC_TXN_ID,GENUS,GENUS_NM,FAMILY,FAMILY_NM,ORDER_,ORDER_NM,CLASS,CLASS_NM,PHYLUM,PHYLUM_NM,KINGDOM,KINGDOM_NM,LATI_DEG,LATI_MIN,LATI_SEC,LATI_NS_DIV_CD,LOTI_DEG,LOTI_MIN,LOTI_SEC,LOTI_EW_DIV_CD,LATI_VAL,LOTI_VAL
Platynereis bicanaliculata,두점참갯지렁이,270000013882,Platynereis,좁쌀이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,44,36,58,N,124,3,46,W,44.6162,-124.0627611
Platynereis bicanaliculata,두점참갯지렁이,270000013882,Platynereis,좁쌀이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,48,50,N,126,1,46,E,34.81390556,126.0293861
Pseudonereis variegata,둥근이빨참갯지렁이,270000014942,Pseudonereis,반쪽이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,40,15,N,126,8,8,E,36.67091667,126.1356667
Pseudonereis,반쪽이빨참갯지렁이속,260000005792,Pseudonereis,반쪽이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,8,7,N,126,33,41,E,34.13538889,126.5613889
Pseudonereis,반쪽이빨참갯지렁이속,260000005792,Pseudonereis,반쪽이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,8,7,N,126,33,41,E,34.13538889,126.5613889
Pseudonereis,반쪽이빨참갯지렁이속,260000005792,Pseudonereis,반쪽이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,8,7,N,126,33,41,E,34.13538889,126.5613889
Pseudonereis,반쪽이빨참갯지렁이속,260000005792,Pseudonereis,반쪽이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,8,7,N,126,33,41,E,34.13538889,126.5613889
Pseudonereis,반쪽이빨참갯지렁이속,260000005792,Pseudonereis,반쪽이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,58,0,N,126,23,11,E,34.96678611,126.3863167
Pseudonereis,반쪽이빨참갯지렁이속,260000005792,Pseudonereis,반쪽이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,8,7,N,126,33,41,E,34.13538889,126.5613889
Simplisetia erythraeensis,붉은집참갯지렁이,270000016522,Simplisetia,,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,53,11,N,127,44,56,E,34.886325,127.7488833
Paralacydonia paradoxa,은갯지렁이,270000012827,Paralacydonia,은갯지렁이속,Paralacydoniidae,은갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,5,46,N,126,29,18,E,36.09611111,126.4883333
Paralacydonia paradoxa,은갯지렁이,270000012827,Paralacydonia,은갯지렁이속,Paralacydoniidae,은갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,5,46,N,126,29,18,E,36.09611111,126.4883333
Paralacydonia paradoxa,은갯지렁이,270000012827,Paralacydonia,은갯지렁이속,Paralacydoniidae,은갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,5,46,N,126,29,18,E,36.09611111,126.4883333
Paralacydonia paradoxa,은갯지렁이,270000012827,Paralacydonia,은갯지렁이속,Paralacydoniidae,은갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,5,46,N,126,29,18,E,36.09611111,126.4883333
Paralacydonia paradoxa,은갯지렁이,270000012827,Paralacydonia,은갯지렁이속,Paralacydoniidae,은갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,5,46,N,126,29,8,E,36.09611111,126.4855556
Paralacydonia paradoxa,은갯지렁이,270000012827,Paralacydonia,은갯지렁이속,Paralacydoniidae,은갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,5,46,N,126,29,18,E,36.09611111,126.4883333
Paralacydonia paradoxa,은갯지렁이,270000012827,Paralacydonia,은갯지렁이속,Paralacydoniidae,은갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,5,46,N,126,29,18,E,36.09611111,126.4883333
Paralacydonia paradoxa,은갯지렁이,270000012827,Paralacydonia,은갯지렁이속,Paralacydoniidae,은갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,5,46,N,126,29,18,E,36.09611111,126.4883333
Paralacydonia paradoxa,은갯지렁이,270000012827,Paralacydonia,은갯지렁이속,Paralacydoniidae,은갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,5,46,N,126,29,18,E,36.09611111,126.4883333
Eteone longa,작은부채발갯지렁이,270000006302,Eteone,작은부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,41,29,N,127,47,40,E,34.6915,127.7944444
Eulalia viridis,녹색불꽃부채발갯지렁이,270000006409,Eulalia,불꽃부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,47,7,N,128,27,32,E,34.78527778,128.4590056
Eulalia viridis,녹색불꽃부채발갯지렁이,270000006409,Eulalia,불꽃부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,35,48,55,N,126,26,50,E,35.81515833,126.4472694
Eumida sanguinea,심장부채발갯지렁이,270000006425,Eumida,황금부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,8,7,N,126,33,41,E,34.13538889,126.5613889
Eumida sanguinea,심장부채발갯지렁이,270000006425,Eumida,황금부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,37,3,22,N,129,25,47,E,37.05621389,129.4297861
Eumida sanguinea,심장부채발갯지렁이,270000006425,Eumida,황금부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,30,44,N,129,27,3,E,36.51222778,129.4508694
Eumida sanguinea,심장부채발갯지렁이,270000006425,Eumida,황금부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,37,3,22,N,129,25,47,E,37.05621389,129.4297861
Eumida sanguinea,심장부채발갯지렁이,270000006425,Eumida,황금부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,30,44,N,129,27,3,E,36.51222778,129.4508694
Eumida sanguinea,심장부채발갯지렁이,270000006425,Eumida,황금부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,30,44,N,129,27,3,E,36.51222778,129.4508694
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,38,25,23,N,128,27,49,E,38.42305278,128.4636028
Nereiphylla castanea,납작수염부채발갯지렁이,270000011602,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,42,46,N,129,28,39,E,36.71284444,129.4773694
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,38,25,23,N,128,27,49,E,38.42305278,128.4636028
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,38,25,23,N,128,27,49,E,38.42305278,128.4636028
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,43,16,N,127,42,18,E,34.72122222,127.7050361
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,38,25,23,N,128,27,49,E,38.42305278,128.4636028
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,38,25,23,N,128,27,49,E,38.42305278,128.4636028
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,38,25,23,N,128,27,49,E,38.42305278,128.4636028
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,38,25,23,N,128,27,49,E,38.42305278,128.4636028
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,38,25,23,N,128,27,49,E,38.42305278,128.4636028
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,38,25,23,N,128,27,49,E,38.42305278,128.4636028
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,38,25,23,N,128,27,49,E,38.42305278,128.4636028
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,38,25,23,N,128,27,49,E,38.42305278,128.4636028
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,43,16,N,127,42,18,E,34.72122222,127.7050361
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,38,25,23,N,128,27,49,E,38.42305278,128.4636028
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,38,25,23,N,128,27,49,E,38.42305278,128.4636028
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,38,25,23,N,128,27,49,E,38.42305278,128.4636028
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,38,25,23,N,128,27,49,E,38.42305278,128.4636028
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,38,25,23,N,128,27,49,E,38.42305278,128.4636028
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,38,25,23,N,128,27,49,E,38.42305278,128.4636028
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,38,25,23,N,128,27,49,E,38.42305278,128.4636028
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,38,25,23,N,128,27,49,E,38.42305278,128.4636028
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,38,25,23,N,128,27,49,E,38.42305278,128.4636028
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,38,25,23,N,128,27,49,E,38.42305278,128.4636028
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,38,25,23,N,128,27,49,E,38.42305278,128.4636028
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,38,25,23,N,128,27,49,E,38.42305278,128.4636028
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,38,25,23,N,128,27,49,E,38.42305278,128.4636028
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,38,25,23,N,128,27,49,E,38.42305278,128.4636028
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,38,25,23,N,128,27,49,E,38.42305278,128.4636028
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,38,25,23,N,128,27,49,E,38.42305278,128.4636028
Nereiphylla castanea,납작수염부채발갯지렁이,270000011602,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,42,46,N,129,28,39,E,36.71284444,129.4773694
Nereiphylla castanea,납작수염부채발갯지렁이,270000011602,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,42,46,N,129,28,39,E,36.71284444,129.4773694
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,38,25,23,N,128,27,49,E,38.42305278,128.4636028
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,1,56,N,129,34,45,E,36.03225,129.5791944
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,38,30,38,N,128,25,18,E,38.51066667,128.4215278
Nereiphylla castanea,납작수염부채발갯지렁이,270000011602,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,53,8,N,128,57,4,E,34.88547222,128.9512139
Nereiphylla castanea,납작수염부채발갯지렁이,270000011602,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,53,8,N,128,57,4,E,34.88547222,128.9512139
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,38,25,23,N,128,27,49,E,38.42305278,128.4636028
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,38,25,23,N,128,27,49,E,38.42305278,128.4636028
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,38,25,23,N,128,27,49,E,38.42305278,128.4636028
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,38,25,23,N,128,27,49,E,38.42305278,128.4636028
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,38,25,23,N,128,27,49,E,38.42305278,128.4636028
Nereiphylla hera,뾰족납작수염부채발갯지렁이,270000011603,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,38,25,23,N,128,27,49,E,38.42305278,128.4636028
Nereiphylla castanea,납작수염부채발갯지렁이,270000011602,Nereiphylla,납작수염부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,37,26,50,N,126,22,17,E,37.44730556,126.3713889
Phyllodoce maculata,네모부채발갯지렁이,270000013684,Phyllodoce,부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,3,49,N,126,26,42,E,36.06363889,126.4449167
Phyllodoce maculata,네모부채발갯지렁이,270000013684,Phyllodoce,부채발갯지렁이속,Phyllodocidae,부채발갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,35,20,54,N,129,20,20,E,35.34830556,129.33875
Ancistargis matsunagaensis,뿔투구갯지렁이,270000001063,Ancistargis,앞뿔투구갯지렁이속,Pilargidae,투구갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,54,23,N,128,1,43,E,34.90634167,128.0286611
Branchipolynoe seepensis,,270000026863,Branchipolynoe,,Polynoidae,비늘갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,11,24,53,S,66,25,25,E,11.41471667,66.42374722
Branchipolynoe seepensis,,270000026863,Branchipolynoe,,Polynoidae,비늘갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,11,24,53,S,66,25,25,E,11.41471667,66.42374722
Halosydna brevisetosa,짧은미륵비늘갯지렁이,270000007937,Halosydna,미륵비늘갯지렁이속,Polynoidae,비늘갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,35,37,41,N,126,28,7,E,35.62816667,126.4687389
Halosydna brevisetosa,짧은미륵비늘갯지렁이,270000007937,Halosydna,미륵비늘갯지렁이속,Polynoidae,비늘갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,2,39,N,126,32,48,E,36.04422222,126.5465944
Halosydna brevisetosa,짧은미륵비늘갯지렁이,270000007937,Halosydna,미륵비늘갯지렁이속,Polynoidae,비늘갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,35,37,41,N,126,28,7,E,35.62816667,126.4687389
